activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
326917,17705644,[],CHEMBL3887079,"Sandwich Immunoassay: This test is based on measurement of the expression of AKT protein phosphorylated on serine 473 (P-AKT-S473) in the PC3 human prostate carcinoma line, by the technique based on a sandwich immunoassay using the Kit MSD Multi-spot Biomarker Detection of Meso Scale Discovery: phospho-Akt kits (Ser473) whole cell lysate (# K151 CAD) or phospho-Akt (Ser473) / Akt whole cell lysate Total (# K15100D). The primary antibody specific for P-AKT-S473 (Kit # K151 CAD) is coated onto an electrode in each well of 96-well plates of the MSD kit: after adding a protein lysate in each well, the revelation of the signal done by the addition of a secondary antibody labeled with an electrochemiluminescent detection compound. The procedure is described in the kit.On day 1, the PC3 cells are inoculated in 96-well plates (TPP # 92096) at a concentration of 35000 cells / well in 200 uL DMEM medium (DMEM Gibco # 1 1960-044) containing 10% fetal calf serum (FBS Gibco, # 10500-056) and 1% glutamine.",B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cc(-c2cc(=O)[nH]c(CC(=O)N3CCc4c(F)cccc43)n2)ccn1,,,CHEMBL3886154,,2015.0,"{'bei': '18.15', 'le': '0.33', 'lle': '4.20', 'sei': '8.38'}",CHEMBL3961321,,CHEMBL3961321,6.61,False,http://www.openphacts.org/units/Nanomolar,2838742,=,37,True,=,,IC50,nM,,244.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,nM,UO_0000065,,244.0
326918,17705645,[],CHEMBL3887079,"Sandwich Immunoassay: This test is based on measurement of the expression of AKT protein phosphorylated on serine 473 (P-AKT-S473) in the PC3 human prostate carcinoma line, by the technique based on a sandwich immunoassay using the Kit MSD Multi-spot Biomarker Detection of Meso Scale Discovery: phospho-Akt kits (Ser473) whole cell lysate (# K151 CAD) or phospho-Akt (Ser473) / Akt whole cell lysate Total (# K15100D). The primary antibody specific for P-AKT-S473 (Kit # K151 CAD) is coated onto an electrode in each well of 96-well plates of the MSD kit: after adding a protein lysate in each well, the revelation of the signal done by the addition of a secondary antibody labeled with an electrochemiluminescent detection compound. The procedure is described in the kit.On day 1, the PC3 cells are inoculated in 96-well plates (TPP # 92096) at a concentration of 35000 cells / well in 200 uL DMEM medium (DMEM Gibco # 1 1960-044) containing 10% fetal calf serum (FBS Gibco, # 10500-056) and 1% glutamine.",B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Cc1nc(-c2ccnc(F)c2)cc(=O)[nH]1)N1CCc2c(F)cccc21,,,CHEMBL3886154,,2015.0,"{'bei': '15.05', 'le': '0.28', 'lle': '3.30', 'sei': '7.02'}",CHEMBL3986565,,CHEMBL3986565,5.54,False,http://www.openphacts.org/units/Nanomolar,2838743,=,37,True,=,,IC50,nM,,2855.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,nM,UO_0000065,,2855.0
326919,17705646,[],CHEMBL3887079,"Sandwich Immunoassay: This test is based on measurement of the expression of AKT protein phosphorylated on serine 473 (P-AKT-S473) in the PC3 human prostate carcinoma line, by the technique based on a sandwich immunoassay using the Kit MSD Multi-spot Biomarker Detection of Meso Scale Discovery: phospho-Akt kits (Ser473) whole cell lysate (# K151 CAD) or phospho-Akt (Ser473) / Akt whole cell lysate Total (# K15100D). The primary antibody specific for P-AKT-S473 (Kit # K151 CAD) is coated onto an electrode in each well of 96-well plates of the MSD kit: after adding a protein lysate in each well, the revelation of the signal done by the addition of a secondary antibody labeled with an electrochemiluminescent detection compound. The procedure is described in the kit.On day 1, the PC3 cells are inoculated in 96-well plates (TPP # 92096) at a concentration of 35000 cells / well in 200 uL DMEM medium (DMEM Gibco # 1 1960-044) containing 10% fetal calf serum (FBS Gibco, # 10500-056) and 1% glutamine.",B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Cc1nc(N2CCOC(CO)C2)cc(=O)[nH]1)N1CCc2c(Cl)cccc21,,,CHEMBL3886154,,2015.0,"{'bei': '18.69', 'le': '0.37', 'lle': '6.82', 'sei': '7.66'}",CHEMBL3893924,,CHEMBL3893924,7.57,False,http://www.openphacts.org/units/Nanomolar,2838744,=,37,True,=,,IC50,nM,,27.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,nM,UO_0000065,,27.0
326920,17705647,[],CHEMBL3887079,"Sandwich Immunoassay: This test is based on measurement of the expression of AKT protein phosphorylated on serine 473 (P-AKT-S473) in the PC3 human prostate carcinoma line, by the technique based on a sandwich immunoassay using the Kit MSD Multi-spot Biomarker Detection of Meso Scale Discovery: phospho-Akt kits (Ser473) whole cell lysate (# K151 CAD) or phospho-Akt (Ser473) / Akt whole cell lysate Total (# K15100D). The primary antibody specific for P-AKT-S473 (Kit # K151 CAD) is coated onto an electrode in each well of 96-well plates of the MSD kit: after adding a protein lysate in each well, the revelation of the signal done by the addition of a secondary antibody labeled with an electrochemiluminescent detection compound. The procedure is described in the kit.On day 1, the PC3 cells are inoculated in 96-well plates (TPP # 92096) at a concentration of 35000 cells / well in 200 uL DMEM medium (DMEM Gibco # 1 1960-044) containing 10% fetal calf serum (FBS Gibco, # 10500-056) and 1% glutamine.",B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Cc1nc(N2CCOC(CO)C2)cc(=O)[nH]1)N1CCc2c(Cl)cccc21,,,CHEMBL3886154,,2015.0,"{'bei': '16.35', 'le': '0.32', 'lle': '5.87', 'sei': '6.70'}",CHEMBL3893924,,CHEMBL3893924,6.62,False,http://www.openphacts.org/units/Nanomolar,2838744,=,37,True,=,,IC50,nM,,240.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,nM,UO_0000065,,240.0
326921,17705648,[],CHEMBL3887079,"Sandwich Immunoassay: This test is based on measurement of the expression of AKT protein phosphorylated on serine 473 (P-AKT-S473) in the PC3 human prostate carcinoma line, by the technique based on a sandwich immunoassay using the Kit MSD Multi-spot Biomarker Detection of Meso Scale Discovery: phospho-Akt kits (Ser473) whole cell lysate (# K151 CAD) or phospho-Akt (Ser473) / Akt whole cell lysate Total (# K15100D). The primary antibody specific for P-AKT-S473 (Kit # K151 CAD) is coated onto an electrode in each well of 96-well plates of the MSD kit: after adding a protein lysate in each well, the revelation of the signal done by the addition of a secondary antibody labeled with an electrochemiluminescent detection compound. The procedure is described in the kit.On day 1, the PC3 cells are inoculated in 96-well plates (TPP # 92096) at a concentration of 35000 cells / well in 200 uL DMEM medium (DMEM Gibco # 1 1960-044) containing 10% fetal calf serum (FBS Gibco, # 10500-056) and 1% glutamine.",B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Cc1nc(N2CCOC(CO)C2)cc(=O)[nH]1)N1CCc2c(F)cccc21,,,CHEMBL3886154,,2015.0,"{'bei': '15.13', 'le': '0.29', 'lle': '5.64', 'sei': '5.95'}",CHEMBL3954012,,CHEMBL3954012,5.88,False,http://www.openphacts.org/units/Nanomolar,2838745,=,37,True,=,,IC50,nM,,1332.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,nM,UO_0000065,,1332.0
326922,17705649,[],CHEMBL3887079,"Sandwich Immunoassay: This test is based on measurement of the expression of AKT protein phosphorylated on serine 473 (P-AKT-S473) in the PC3 human prostate carcinoma line, by the technique based on a sandwich immunoassay using the Kit MSD Multi-spot Biomarker Detection of Meso Scale Discovery: phospho-Akt kits (Ser473) whole cell lysate (# K151 CAD) or phospho-Akt (Ser473) / Akt whole cell lysate Total (# K15100D). The primary antibody specific for P-AKT-S473 (Kit # K151 CAD) is coated onto an electrode in each well of 96-well plates of the MSD kit: after adding a protein lysate in each well, the revelation of the signal done by the addition of a secondary antibody labeled with an electrochemiluminescent detection compound. The procedure is described in the kit.On day 1, the PC3 cells are inoculated in 96-well plates (TPP # 92096) at a concentration of 35000 cells / well in 200 uL DMEM medium (DMEM Gibco # 1 1960-044) containing 10% fetal calf serum (FBS Gibco, # 10500-056) and 1% glutamine.",B,,,BAO_0000190,BAO_0000219,cell-based format,CC1CN(c2cc(=O)[nH]c(CC(=O)N3CCc4c(Cl)cccc43)n2)CCO1,,,CHEMBL3886154,,2015.0,"{'bei': '20.37', 'le': '0.40', 'lle': '6.14', 'sei': '10.09'}",CHEMBL3926375,,CHEMBL3926375,7.92,False,http://www.openphacts.org/units/Nanomolar,2838746,=,37,True,=,,IC50,nM,,12.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,nM,UO_0000065,,12.0
326923,17705650,[],CHEMBL3887079,"Sandwich Immunoassay: This test is based on measurement of the expression of AKT protein phosphorylated on serine 473 (P-AKT-S473) in the PC3 human prostate carcinoma line, by the technique based on a sandwich immunoassay using the Kit MSD Multi-spot Biomarker Detection of Meso Scale Discovery: phospho-Akt kits (Ser473) whole cell lysate (# K151 CAD) or phospho-Akt (Ser473) / Akt whole cell lysate Total (# K15100D). The primary antibody specific for P-AKT-S473 (Kit # K151 CAD) is coated onto an electrode in each well of 96-well plates of the MSD kit: after adding a protein lysate in each well, the revelation of the signal done by the addition of a secondary antibody labeled with an electrochemiluminescent detection compound. The procedure is described in the kit.On day 1, the PC3 cells are inoculated in 96-well plates (TPP # 92096) at a concentration of 35000 cells / well in 200 uL DMEM medium (DMEM Gibco # 1 1960-044) containing 10% fetal calf serum (FBS Gibco, # 10500-056) and 1% glutamine.",B,,,BAO_0000190,BAO_0000219,cell-based format,CC1CN(c2cc(=O)[nH]c(CC(=O)N3c4ccccc4C[C@@H]3C)n2)CCO1,,,CHEMBL3886154,,2015.0,"{'bei': '20.68', 'le': '0.39', 'lle': '6.10', 'sei': '9.70'}",CHEMBL3908338,,CHEMBL3908338,7.62,False,http://www.openphacts.org/units/Nanomolar,2838747,=,37,True,=,,IC50,nM,,24.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,nM,UO_0000065,,24.0
326924,17705651,[],CHEMBL3887079,"Sandwich Immunoassay: This test is based on measurement of the expression of AKT protein phosphorylated on serine 473 (P-AKT-S473) in the PC3 human prostate carcinoma line, by the technique based on a sandwich immunoassay using the Kit MSD Multi-spot Biomarker Detection of Meso Scale Discovery: phospho-Akt kits (Ser473) whole cell lysate (# K151 CAD) or phospho-Akt (Ser473) / Akt whole cell lysate Total (# K15100D). The primary antibody specific for P-AKT-S473 (Kit # K151 CAD) is coated onto an electrode in each well of 96-well plates of the MSD kit: after adding a protein lysate in each well, the revelation of the signal done by the addition of a secondary antibody labeled with an electrochemiluminescent detection compound. The procedure is described in the kit.On day 1, the PC3 cells are inoculated in 96-well plates (TPP # 92096) at a concentration of 35000 cells / well in 200 uL DMEM medium (DMEM Gibco # 1 1960-044) containing 10% fetal calf serum (FBS Gibco, # 10500-056) and 1% glutamine.",B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@H]1Cc2ccccc2N1C(=O)Cc1nc(N2CCOC(CF)C2)cc(=O)[nH]1,,,CHEMBL3886154,,2015.0,"{'bei': '19.04', 'le': '0.36', 'lle': '5.90', 'sei': '9.37'}",CHEMBL3981833,,CHEMBL3981833,7.36,False,http://www.openphacts.org/units/Nanomolar,2838748,=,37,True,=,,IC50,nM,,44.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,nM,UO_0000065,,44.0
326925,17705652,[],CHEMBL3887079,"Sandwich Immunoassay: This test is based on measurement of the expression of AKT protein phosphorylated on serine 473 (P-AKT-S473) in the PC3 human prostate carcinoma line, by the technique based on a sandwich immunoassay using the Kit MSD Multi-spot Biomarker Detection of Meso Scale Discovery: phospho-Akt kits (Ser473) whole cell lysate (# K151 CAD) or phospho-Akt (Ser473) / Akt whole cell lysate Total (# K15100D). The primary antibody specific for P-AKT-S473 (Kit # K151 CAD) is coated onto an electrode in each well of 96-well plates of the MSD kit: after adding a protein lysate in each well, the revelation of the signal done by the addition of a secondary antibody labeled with an electrochemiluminescent detection compound. The procedure is described in the kit.On day 1, the PC3 cells are inoculated in 96-well plates (TPP # 92096) at a concentration of 35000 cells / well in 200 uL DMEM medium (DMEM Gibco # 1 1960-044) containing 10% fetal calf serum (FBS Gibco, # 10500-056) and 1% glutamine.",B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@H]1Cc2ccccc2N1C(=O)Cc1nc(N2CCOC(CO)C2)cc(=O)[nH]1,,,CHEMBL3886154,,2015.0,"{'bei': '17.71', 'le': '0.33', 'lle': '6.32', 'sei': '6.89'}",CHEMBL3899292,,CHEMBL3899292,6.81,False,http://www.openphacts.org/units/Nanomolar,2838749,=,37,True,=,,IC50,nM,,156.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,nM,UO_0000065,,156.0
326926,17705653,[],CHEMBL3887079,"Sandwich Immunoassay: This test is based on measurement of the expression of AKT protein phosphorylated on serine 473 (P-AKT-S473) in the PC3 human prostate carcinoma line, by the technique based on a sandwich immunoassay using the Kit MSD Multi-spot Biomarker Detection of Meso Scale Discovery: phospho-Akt kits (Ser473) whole cell lysate (# K151 CAD) or phospho-Akt (Ser473) / Akt whole cell lysate Total (# K15100D). The primary antibody specific for P-AKT-S473 (Kit # K151 CAD) is coated onto an electrode in each well of 96-well plates of the MSD kit: after adding a protein lysate in each well, the revelation of the signal done by the addition of a secondary antibody labeled with an electrochemiluminescent detection compound. The procedure is described in the kit.On day 1, the PC3 cells are inoculated in 96-well plates (TPP # 92096) at a concentration of 35000 cells / well in 200 uL DMEM medium (DMEM Gibco # 1 1960-044) containing 10% fetal calf serum (FBS Gibco, # 10500-056) and 1% glutamine.",B,,,BAO_0000190,BAO_0000219,cell-based format,CC1Cc2c(Cl)cccc2N1C(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1,,,CHEMBL3886154,,2015.0,"{'bei': '21.35', 'le': '0.42', 'lle': '6.52', 'sei': '10.57'}",CHEMBL3970476,,CHEMBL3970476,8.30,False,http://www.openphacts.org/units/Nanomolar,2838750,=,37,True,=,,IC50,nM,,5.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,nM,UO_0000065,,5.0
326927,17705654,[],CHEMBL3887079,"Sandwich Immunoassay: This test is based on measurement of the expression of AKT protein phosphorylated on serine 473 (P-AKT-S473) in the PC3 human prostate carcinoma line, by the technique based on a sandwich immunoassay using the Kit MSD Multi-spot Biomarker Detection of Meso Scale Discovery: phospho-Akt kits (Ser473) whole cell lysate (# K151 CAD) or phospho-Akt (Ser473) / Akt whole cell lysate Total (# K15100D). The primary antibody specific for P-AKT-S473 (Kit # K151 CAD) is coated onto an electrode in each well of 96-well plates of the MSD kit: after adding a protein lysate in each well, the revelation of the signal done by the addition of a secondary antibody labeled with an electrochemiluminescent detection compound. The procedure is described in the kit.On day 1, the PC3 cells are inoculated in 96-well plates (TPP # 92096) at a concentration of 35000 cells / well in 200 uL DMEM medium (DMEM Gibco # 1 1960-044) containing 10% fetal calf serum (FBS Gibco, # 10500-056) and 1% glutamine.",B,,,BAO_0000190,BAO_0000219,cell-based format,CC1Cc2c(Cl)cccc2N1C(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1,,,CHEMBL3886154,,2015.0,"{'bei': '21.35', 'le': '0.42', 'lle': '6.52', 'sei': '10.57'}",CHEMBL3970476,,CHEMBL3970476,8.30,False,http://www.openphacts.org/units/Nanomolar,2838750,=,37,True,=,,IC50,nM,,5.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,nM,UO_0000065,,5.0
326928,17705655,[],CHEMBL3887079,"Sandwich Immunoassay: This test is based on measurement of the expression of AKT protein phosphorylated on serine 473 (P-AKT-S473) in the PC3 human prostate carcinoma line, by the technique based on a sandwich immunoassay using the Kit MSD Multi-spot Biomarker Detection of Meso Scale Discovery: phospho-Akt kits (Ser473) whole cell lysate (# K151 CAD) or phospho-Akt (Ser473) / Akt whole cell lysate Total (# K15100D). The primary antibody specific for P-AKT-S473 (Kit # K151 CAD) is coated onto an electrode in each well of 96-well plates of the MSD kit: after adding a protein lysate in each well, the revelation of the signal done by the addition of a secondary antibody labeled with an electrochemiluminescent detection compound. The procedure is described in the kit.On day 1, the PC3 cells are inoculated in 96-well plates (TPP # 92096) at a concentration of 35000 cells / well in 200 uL DMEM medium (DMEM Gibco # 1 1960-044) containing 10% fetal calf serum (FBS Gibco, # 10500-056) and 1% glutamine.",B,,,BAO_0000190,BAO_0000219,cell-based format,CC1Cc2c(Cl)cccc2N1C(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1,,,CHEMBL3886154,,2015.0,"{'bei': '23.14', 'le': '0.46', 'lle': '7.22', 'sei': '11.46'}",CHEMBL3970476,,CHEMBL3970476,9.00,False,http://www.openphacts.org/units/Nanomolar,2838750,=,37,True,=,,IC50,nM,,1.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,nM,UO_0000065,,1.0
326929,17705656,[],CHEMBL3887079,"Sandwich Immunoassay: This test is based on measurement of the expression of AKT protein phosphorylated on serine 473 (P-AKT-S473) in the PC3 human prostate carcinoma line, by the technique based on a sandwich immunoassay using the Kit MSD Multi-spot Biomarker Detection of Meso Scale Discovery: phospho-Akt kits (Ser473) whole cell lysate (# K151 CAD) or phospho-Akt (Ser473) / Akt whole cell lysate Total (# K15100D). The primary antibody specific for P-AKT-S473 (Kit # K151 CAD) is coated onto an electrode in each well of 96-well plates of the MSD kit: after adding a protein lysate in each well, the revelation of the signal done by the addition of a secondary antibody labeled with an electrochemiluminescent detection compound. The procedure is described in the kit.On day 1, the PC3 cells are inoculated in 96-well plates (TPP # 92096) at a concentration of 35000 cells / well in 200 uL DMEM medium (DMEM Gibco # 1 1960-044) containing 10% fetal calf serum (FBS Gibco, # 10500-056) and 1% glutamine.",B,,,BAO_0000190,BAO_0000219,cell-based format,Cn1c(CC(=O)N2CC(C)(C)c3c(Cl)cccc32)nc(N2CCOCC2)cc1=O,,,CHEMBL3886154,,2015.0,"{'bei': '17.88', 'le': '0.35', 'lle': '5.32', 'sei': '11.02'}",CHEMBL3897578,,CHEMBL3897578,7.46,False,http://www.openphacts.org/units/Nanomolar,2838751,=,37,True,=,,IC50,nM,,35.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,nM,UO_0000065,,35.0
326930,17705657,[],CHEMBL3887079,"Sandwich Immunoassay: This test is based on measurement of the expression of AKT protein phosphorylated on serine 473 (P-AKT-S473) in the PC3 human prostate carcinoma line, by the technique based on a sandwich immunoassay using the Kit MSD Multi-spot Biomarker Detection of Meso Scale Discovery: phospho-Akt kits (Ser473) whole cell lysate (# K151 CAD) or phospho-Akt (Ser473) / Akt whole cell lysate Total (# K15100D). The primary antibody specific for P-AKT-S473 (Kit # K151 CAD) is coated onto an electrode in each well of 96-well plates of the MSD kit: after adding a protein lysate in each well, the revelation of the signal done by the addition of a secondary antibody labeled with an electrochemiluminescent detection compound. The procedure is described in the kit.On day 1, the PC3 cells are inoculated in 96-well plates (TPP # 92096) at a concentration of 35000 cells / well in 200 uL DMEM medium (DMEM Gibco # 1 1960-044) containing 10% fetal calf serum (FBS Gibco, # 10500-056) and 1% glutamine.",B,,,BAO_0000190,BAO_0000219,cell-based format,CC1(C)CN(C(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)c2cccc(Cl)c21,,,CHEMBL3886154,,2015.0,"{'bei': '19.49', 'le': '0.38', 'lle': '5.72', 'sei': '10.00'}",CHEMBL3911266,,CHEMBL3911266,7.85,False,http://www.openphacts.org/units/Nanomolar,2838752,=,37,True,=,,IC50,nM,,14.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,nM,UO_0000065,,14.0
326931,17705658,[],CHEMBL3887079,"Sandwich Immunoassay: This test is based on measurement of the expression of AKT protein phosphorylated on serine 473 (P-AKT-S473) in the PC3 human prostate carcinoma line, by the technique based on a sandwich immunoassay using the Kit MSD Multi-spot Biomarker Detection of Meso Scale Discovery: phospho-Akt kits (Ser473) whole cell lysate (# K151 CAD) or phospho-Akt (Ser473) / Akt whole cell lysate Total (# K15100D). The primary antibody specific for P-AKT-S473 (Kit # K151 CAD) is coated onto an electrode in each well of 96-well plates of the MSD kit: after adding a protein lysate in each well, the revelation of the signal done by the addition of a secondary antibody labeled with an electrochemiluminescent detection compound. The procedure is described in the kit.On day 1, the PC3 cells are inoculated in 96-well plates (TPP # 92096) at a concentration of 35000 cells / well in 200 uL DMEM medium (DMEM Gibco # 1 1960-044) containing 10% fetal calf serum (FBS Gibco, # 10500-056) and 1% glutamine.",B,,,BAO_0000190,BAO_0000219,cell-based format,CC1Cc2c(O)cccc2N1C(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1,,,CHEMBL3886154,,2015.0,"{'bei': '20.57', 'le': '0.39', 'lle': '6.79', 'sei': '7.72'}",CHEMBL3910203,,CHEMBL3910203,7.62,False,http://www.openphacts.org/units/Nanomolar,2838753,=,37,True,=,,IC50,nM,,24.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,nM,UO_0000065,,24.0
326932,17705659,[],CHEMBL3887079,"Sandwich Immunoassay: This test is based on measurement of the expression of AKT protein phosphorylated on serine 473 (P-AKT-S473) in the PC3 human prostate carcinoma line, by the technique based on a sandwich immunoassay using the Kit MSD Multi-spot Biomarker Detection of Meso Scale Discovery: phospho-Akt kits (Ser473) whole cell lysate (# K151 CAD) or phospho-Akt (Ser473) / Akt whole cell lysate Total (# K15100D). The primary antibody specific for P-AKT-S473 (Kit # K151 CAD) is coated onto an electrode in each well of 96-well plates of the MSD kit: after adding a protein lysate in each well, the revelation of the signal done by the addition of a secondary antibody labeled with an electrochemiluminescent detection compound. The procedure is described in the kit.On day 1, the PC3 cells are inoculated in 96-well plates (TPP # 92096) at a concentration of 35000 cells / well in 200 uL DMEM medium (DMEM Gibco # 1 1960-044) containing 10% fetal calf serum (FBS Gibco, # 10500-056) and 1% glutamine.",B,,,BAO_0000190,BAO_0000219,cell-based format,Cn1c(CC(=O)N2CC(C)(C)c3c(F)cccc32)nc(N2CCOCC2)cc1=O,,,CHEMBL3886154,,2015.0,"{'bei': '18.35', 'le': '0.35', 'lle': '5.73', 'sei': '10.86'}",CHEMBL3934544,,CHEMBL3934544,7.35,False,http://www.openphacts.org/units/Nanomolar,2838754,=,37,True,=,,IC50,nM,,45.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,nM,UO_0000065,,45.0
326933,17705660,[],CHEMBL3887079,"Sandwich Immunoassay: This test is based on measurement of the expression of AKT protein phosphorylated on serine 473 (P-AKT-S473) in the PC3 human prostate carcinoma line, by the technique based on a sandwich immunoassay using the Kit MSD Multi-spot Biomarker Detection of Meso Scale Discovery: phospho-Akt kits (Ser473) whole cell lysate (# K151 CAD) or phospho-Akt (Ser473) / Akt whole cell lysate Total (# K15100D). The primary antibody specific for P-AKT-S473 (Kit # K151 CAD) is coated onto an electrode in each well of 96-well plates of the MSD kit: after adding a protein lysate in each well, the revelation of the signal done by the addition of a secondary antibody labeled with an electrochemiluminescent detection compound. The procedure is described in the kit.On day 1, the PC3 cells are inoculated in 96-well plates (TPP # 92096) at a concentration of 35000 cells / well in 200 uL DMEM medium (DMEM Gibco # 1 1960-044) containing 10% fetal calf serum (FBS Gibco, # 10500-056) and 1% glutamine.",B,,,BAO_0000190,BAO_0000219,cell-based format,CC1(C)CN(C(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)c2cccc(F)c21,,,CHEMBL3886154,,2015.0,"{'bei': '18.85', 'le': '0.36', 'lle': '5.67', 'sei': '9.28'}",CHEMBL3981254,,CHEMBL3981254,7.28,False,http://www.openphacts.org/units/Nanomolar,2838755,=,37,True,=,,IC50,nM,,52.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,nM,UO_0000065,,52.0
326934,17705661,[],CHEMBL3887079,"Sandwich Immunoassay: This test is based on measurement of the expression of AKT protein phosphorylated on serine 473 (P-AKT-S473) in the PC3 human prostate carcinoma line, by the technique based on a sandwich immunoassay using the Kit MSD Multi-spot Biomarker Detection of Meso Scale Discovery: phospho-Akt kits (Ser473) whole cell lysate (# K151 CAD) or phospho-Akt (Ser473) / Akt whole cell lysate Total (# K15100D). The primary antibody specific for P-AKT-S473 (Kit # K151 CAD) is coated onto an electrode in each well of 96-well plates of the MSD kit: after adding a protein lysate in each well, the revelation of the signal done by the addition of a secondary antibody labeled with an electrochemiluminescent detection compound. The procedure is described in the kit.On day 1, the PC3 cells are inoculated in 96-well plates (TPP # 92096) at a concentration of 35000 cells / well in 200 uL DMEM medium (DMEM Gibco # 1 1960-044) containing 10% fetal calf serum (FBS Gibco, # 10500-056) and 1% glutamine.",B,,,BAO_0000190,BAO_0000219,cell-based format,CC1Cc2c(O)cccc2N1C(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1,,,CHEMBL3886154,,2015.0,"{'bei': '18.73', 'le': '0.35', 'lle': '6.11', 'sei': '7.03'}",CHEMBL3910203,,CHEMBL3910203,6.94,False,http://www.openphacts.org/units/Nanomolar,2838753,=,37,True,=,,IC50,nM,,115.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,nM,UO_0000065,,115.0
326935,17705662,[],CHEMBL3887079,"Sandwich Immunoassay: This test is based on measurement of the expression of AKT protein phosphorylated on serine 473 (P-AKT-S473) in the PC3 human prostate carcinoma line, by the technique based on a sandwich immunoassay using the Kit MSD Multi-spot Biomarker Detection of Meso Scale Discovery: phospho-Akt kits (Ser473) whole cell lysate (# K151 CAD) or phospho-Akt (Ser473) / Akt whole cell lysate Total (# K15100D). The primary antibody specific for P-AKT-S473 (Kit # K151 CAD) is coated onto an electrode in each well of 96-well plates of the MSD kit: after adding a protein lysate in each well, the revelation of the signal done by the addition of a secondary antibody labeled with an electrochemiluminescent detection compound. The procedure is described in the kit.On day 1, the PC3 cells are inoculated in 96-well plates (TPP # 92096) at a concentration of 35000 cells / well in 200 uL DMEM medium (DMEM Gibco # 1 1960-044) containing 10% fetal calf serum (FBS Gibco, # 10500-056) and 1% glutamine.",B,,,BAO_0000190,BAO_0000219,cell-based format,CC1Cc2c(O)cccc2N1C(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1,,,CHEMBL3886154,,2015.0,"{'bei': '20.67', 'le': '0.39', 'lle': '6.83', 'sei': '7.75'}",CHEMBL3910203,,CHEMBL3910203,7.66,False,http://www.openphacts.org/units/Nanomolar,2838753,=,37,True,=,,IC50,nM,,22.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,nM,UO_0000065,,22.0
